category,complete_preservation,condition,constraint_errors,constraint_satisfaction,constraint_total,constraints_satisfied,correct_refusal,element_change_precision,error,error_codes,estimated_cost,expected_status,generation_status,generator_model,generator_provider,host_export_valid,input_tokens,language,latency_ms,musicxml_validity,non_target_preservation,operation_minimality,output_produced,output_tokens,patch_fingerprint,patch_parse,post_fingerprint,preview_valid,processing_latency_ms,provider_latency_ms,raw_output_path,refused,repair_added_cost,repair_attempt_count,repair_attempted,repair_success,repetition,routing,run_id,scope_stress_applied,scope_stress_extra_measures,semantic_patch_fingerprint,task_id,task_success,transaction_valid,unsafe_execution
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,35.5373000002146,1,1.0,1.0,1,0,8ae39da145b7255ff6128b65a72a4b1e0651ad962eaf490ae0140931475f7a9e,1,d1b2ca79b4f02d8afd396ccfab56b2d19c89c6f3a4a03446a553a4b1db0e49dd,1,35.5373000002146,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_001__zh__r1.json,0,0,0,0,0,1,local_first,insertion_001:zh:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_001,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,33.80620000007184,1,1.0,1.0,1,0,ad70daab160111fe7ddc7e8f4e35a7814307c4336d7fc92954a844d1eef6b837,1,62227e243cd755497c1ad4bc24890d1b1595888f6b1cc5709a72cd6da9d15029,1,33.80620000007184,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_002__en__r1.json,0,0,0,0,0,1,local_first,insertion_002:en:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_002,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,33.510900000692345,1,1.0,1.0,1,0,290c397f3e3062983bd3ebe1cd303ec712fc643e5d6743e1ec9e8b3f728be5c2,1,62227e243cd755497c1ad4bc24890d1b1595888f6b1cc5709a72cd6da9d15029,1,33.510900000692345,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_002__zh__r1.json,0,0,0,0,0,1,local_first,insertion_002:zh:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_002,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,34.65620000042691,1,1.0,1.0,1,0,89b2b8c18bc1c752c4ff92158086a61ee97653f9ed504930109658a766ba7b42,1,71e395fce51731035acc0affcd735b1209b7fc1eadea88c13f6b26670f6f2b64,1,34.65620000042691,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_003__en__r1.json,0,0,0,0,0,1,local_first,insertion_003:en:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_003,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,35.16419999959908,1,1.0,1.0,1,0,ac0a1c9aa25aad0521c3218afbc2b7da98d775eda076bb49b66dca2875b30551,1,71e395fce51731035acc0affcd735b1209b7fc1eadea88c13f6b26670f6f2b64,1,35.16419999959908,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_003__zh__r1.json,0,0,0,0,0,1,local_first,insertion_003:zh:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_003,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,39.40139999940584,1,1.0,1.0,1,0,0c0349b8afdd0e9fd234fd8dec18f590053df7b509e9cc431c7b3657557cb8e0,1,c941f8dcfcac0de93ed0a76b5ce6516f4c7a1421d53b5d255681df10f6bd1e3d,1,39.40139999940584,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_004__en__r1.json,0,0,0,0,0,1,local_first,insertion_004:en:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_004,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,58.553800000481715,1,1.0,1.0,1,0,895ba7fd6fd74fe022ee01fce971915ca016b44542a91ae50cc9f3e140518de2,1,c941f8dcfcac0de93ed0a76b5ce6516f4c7a1421d53b5d255681df10f6bd1e3d,1,58.553800000481715,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_004__zh__r1.json,0,0,0,0,0,1,local_first,insertion_004:zh:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_004,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,36.97890000057669,1,1.0,1.0,1,0,cdcf773009df3ed7f6089396e653163c834e8d1afa70fad60a8cbce4815bb069,1,eb28a35907492abb82f14032c0950ae23405ae3ac0f0cf82ba7237be9038ae5c,1,36.97890000057669,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_005__en__r1.json,0,0,0,0,0,1,local_first,insertion_005:en:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_005,1,1,0
insertion_deletion,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,37.58769999967626,1,1.0,1.0,1,0,79f3b6724286856f414a5c95c2f5ebcb860dd88909636cd7c8c51d3f88828625,1,eb28a35907492abb82f14032c0950ae23405ae3ac0f0cf82ba7237be9038ae5c,1,37.58769999967626,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/insertion_005__zh__r1.json,0,0,0,0,0,1,local_first,insertion_005:zh:r1,1,1,b28e2e256a5d305149719d426960304760429ce5b5e0acef6114af3fd6995b4c,insertion_005,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,38.120499999422464,1,1.0,1.0,1,0,2a007e6d46284ad8536fbdf194aabd0945914a73d349ac67ab8376dd3b669dd2,1,adc8ad47747db6d18300400763ececcaebc9209c95968b5053d714696aa9e70f,1,38.120499999422464,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_001__en__r1.json,0,0,0,0,0,1,local_first,key_001:en:r1,0,,d94d01105425e238fea7f869fe7e36248505e369aa08d0c36042ec245dbfabd4,key_001,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,32.19989999979589,1,1.0,1.0,1,0,8d8dafc95c7c298de1cdd089b5ad55a4ad738efca70e6dce68577f30b3d7d762,1,adc8ad47747db6d18300400763ececcaebc9209c95968b5053d714696aa9e70f,1,32.19989999979589,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_001__zh__r1.json,0,0,0,0,0,1,local_first,key_001:zh:r1,0,,d94d01105425e238fea7f869fe7e36248505e369aa08d0c36042ec245dbfabd4,key_001,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,33.66020000066783,1,1.0,1.0,1,0,6e338002b998dc4e747e169be4a71a37522239d4d336c294d3a6abcea8be43fc,1,d6247fb16d501f5a2557fe3efea7050e6d343d778400f510cde68b5644db62f2,1,33.66020000066783,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_002__en__r1.json,0,0,0,0,0,1,local_first,key_002:en:r1,0,,89c4a9a2b2732cf4f9becf692e2eabfd173e120fc1184795a77390290b8f59a9,key_002,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,33.30459999961022,1,1.0,1.0,1,0,76b196f039d541662537aad13e98173fc688ee81794915961c82af838f3799ad,1,d6247fb16d501f5a2557fe3efea7050e6d343d778400f510cde68b5644db62f2,1,33.30459999961022,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_002__zh__r1.json,0,0,0,0,0,1,local_first,key_002:zh:r1,0,,89c4a9a2b2732cf4f9becf692e2eabfd173e120fc1184795a77390290b8f59a9,key_002,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,32.03310000026249,1,1.0,1.0,1,0,e6c5ca21767a109523ad7c82ca77e7d09001bb47e46fda463c57dda9b7634e02,1,8b8c5421c3943d55952ac4540deb624a90ce0aba3e965e1fe4be167e1ac67690,1,32.03310000026249,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_003__en__r1.json,0,0,0,0,0,1,local_first,key_003:en:r1,0,,126c37da9e623040222addd9299ba1df1f6269b0f69f854831198c4b4edc3317,key_003,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,34.09029999966151,1,1.0,1.0,1,0,3e8bbfb7ef7533efd098a928d51ac48da2b08c6af3aedfa7eb508a0c232892c1,1,8b8c5421c3943d55952ac4540deb624a90ce0aba3e965e1fe4be167e1ac67690,1,34.09029999966151,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_003__zh__r1.json,0,0,0,0,0,1,local_first,key_003:zh:r1,0,,126c37da9e623040222addd9299ba1df1f6269b0f69f854831198c4b4edc3317,key_003,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,33.12479999931384,1,1.0,1.0,1,0,1a7424122f32da815662c5fe20d057659b6c4d4d1b0164b1d52398620a86d72e,1,3458bc6c47bc8c88d797cf96974ebcbd31ab39f21f2836f166b1423389a8ea0b,1,33.12479999931384,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_004__en__r1.json,0,0,0,0,0,1,local_first,key_004:en:r1,0,,5c3ffe49b31fab706230606c2c9a3509ebd83dff3a8f7122b190f49662bae39e,key_004,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,32.00900000047113,1,1.0,1.0,1,0,d773a04e61e3517cd736e87d57bf996168522579f7761bca7555736b233f7287,1,3458bc6c47bc8c88d797cf96974ebcbd31ab39f21f2836f166b1423389a8ea0b,1,32.00900000047113,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_004__zh__r1.json,0,0,0,0,0,1,local_first,key_004:zh:r1,0,,5c3ffe49b31fab706230606c2c9a3509ebd83dff3a8f7122b190f49662bae39e,key_004,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,31.889300000329968,1,1.0,1.0,1,0,671b135a7efaad82683cc13b02574145c42e28d7b348a36c8c01ea6ffa313238,1,5413d94bbfade6e2ab4c4b2b76de9490067b76e86ed15487e53bb1b1ede3aecf,1,31.889300000329968,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_005__en__r1.json,0,0,0,0,0,1,local_first,key_005:en:r1,0,,7f53b49beb046328de6e95adf77af3e098f235c5de1ad880340f7e9cc80e4bee,key_005,1,1,0
key_harmony,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,zh,32.84739999980957,1,1.0,1.0,1,0,a3b872a77368cf272de8df6c0a86df93335bc12cf45eafab88452933c203acb1,1,5413d94bbfade6e2ab4c4b2b76de9490067b76e86ed15487e53bb1b1ede3aecf,1,32.84739999980957,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/key_005__zh__r1.json,0,0,0,0,0,1,local_first,key_005:zh:r1,0,,7f53b49beb046328de6e95adf77af3e098f235c5de1ad880340f7e9cc80e4bee,key_005,1,1,0
pitch_transposition,1,interactive_runtime_acceptance,,1.0,2,2,0,1.0,,,0.0,success,generated,seraedit_rule_v1,local_rule,1,0,en,32.634199999847624,1,1.0,1.0,1,0,57760b6402454fbdb5ac5221f08211234ee9beb26f41e3d9ec95d1698efe9caa,1,8900bd2b5555849cc0550476ecdd20da4cca42589788906e4fb837b724fe3b64,1,32.634199999847624,0.0,experiments/runtime_acceptance_host_roundtrip_scope_v2_20260826/raw_outputs/pitch_001__en__r1.json,0,0,0,0,0,1,local_first,pitch_001:en:r1,1,2,55850cb79717082ee757334ddd402fb6a0094d963d3fcfcd6353fc580a81fc3f,pitch_001,1,1,0
