run_id,task_id,category,condition,provider,model,repetition,result_class,complete_preservation,constraint_satisfaction,constraint_total,constraints_satisfied,correct_refusal,element_change_precision,error,error_codes,estimated_cost,expected_status,input_tokens,latency_ms,musicxml_validity,non_target_preservation,operation_minimality,output_produced,output_tokens,patch_parse,processing_latency_ms,provider_latency_ms,refused,repair_added_cost,repair_attempt_count,repair_attempted,repair_success,task_success,unsafe_execution
insertion_002:full_rewrite:r1,insertion_002,insertion_deletion,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,7.181400011177175,1,1.0,1.0,1,0,,7.181400011177175,0.0,0,0,0,0,0,1,0
insertion_001:sera_full:r1,insertion_001,insertion_deletion,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,51.8712999910349,1,1.0,1.0,1,0,1,51.8712999910349,0.0,0,0,0,0,0,1,0
insertion_002:patch_only:r1,insertion_002,insertion_deletion,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,5.178799998247996,1,1.0,1.0,1,0,1,5.178799998247996,0.0,0,0,0,0,0,1,0
insertion_002:sera_full:r1,insertion_002,insertion_deletion,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,28.976799992960878,1,1.0,1.0,1,0,1,28.976799992960878,0.0,0,0,0,0,0,1,0
insertion_003:full_rewrite:r1,insertion_003,insertion_deletion,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,7.840099991881289,1,1.0,1.0,1,0,,7.840099991881289,0.0,0,0,0,0,0,1,0
insertion_003:patch_only:r1,insertion_003,insertion_deletion,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,4.231300001265481,1,1.0,1.0,1,0,1,4.231300001265481,0.0,0,0,0,0,0,1,0
insertion_003:sera_full:r1,insertion_003,insertion_deletion,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,33.58120001212228,1,1.0,1.0,1,0,1,33.58120001212228,0.0,0,0,0,0,0,1,0
insertion_004:full_rewrite:r1,insertion_004,insertion_deletion,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,9.363199991639704,1,1.0,1.0,1,0,,9.363199991639704,0.0,0,0,0,0,0,1,0
insertion_004:patch_only:r1,insertion_004,insertion_deletion,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,4.791300001670606,1,1.0,1.0,1,0,1,4.791300001670606,0.0,0,0,0,0,0,1,0
insertion_004:sera_full:r1,insertion_004,insertion_deletion,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,22.494899996672757,1,1.0,1.0,1,0,1,22.494899996672757,0.0,0,0,0,0,0,1,0
insertion_005:full_rewrite:r1,insertion_005,insertion_deletion,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,9.765900002093986,1,1.0,1.0,1,0,,9.765900002093986,0.0,0,0,0,0,0,1,0
insertion_005:patch_only:r1,insertion_005,insertion_deletion,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,4.222899995511398,1,1.0,1.0,1,0,1,4.222899995511398,0.0,0,0,0,0,0,1,0
insertion_005:sera_full:r1,insertion_005,insertion_deletion,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,24.980799993500113,1,1.0,1.0,1,0,1,24.980799993500113,0.0,0,0,0,0,0,1,0
key_001:full_rewrite:r1,key_001,key_harmony,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.00370000069961,1,1.0,1.0,1,0,,8.00370000069961,0.0,0,0,0,0,0,1,0
key_001:patch_only:r1,key_001,key_harmony,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.7749999901279807,1,1.0,1.0,1,0,1,3.7749999901279807,0.0,0,0,0,0,0,1,0
key_001:sera_full:r1,key_001,key_harmony,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,22.8110000025481,1,1.0,1.0,1,0,1,22.8110000025481,0.0,0,0,0,0,0,1,0
key_002:full_rewrite:r1,key_002,key_harmony,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.30820000555832,1,1.0,1.0,1,0,,8.30820000555832,0.0,0,0,0,0,0,1,0
key_002:patch_only:r1,key_002,key_harmony,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.479700011666864,1,1.0,1.0,1,0,1,3.479700011666864,0.0,0,0,0,0,0,1,0
key_002:sera_full:r1,key_002,key_harmony,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,27.39329999894835,1,1.0,1.0,1,0,1,27.39329999894835,0.0,0,0,0,0,0,1,0
key_003:patch_only:r1,key_003,key_harmony,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,2.8759999986505136,1,1.0,1.0,1,0,1,2.8759999986505136,0.0,0,0,0,0,0,1,0
key_003:full_rewrite:r1,key_003,key_harmony,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,9.37050000356976,1,1.0,1.0,1,0,,9.37050000356976,0.0,0,0,0,0,0,1,0
key_003:sera_full:r1,key_003,key_harmony,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,18.464699998730794,1,1.0,1.0,1,0,1,18.464699998730794,0.0,0,0,0,0,0,1,0
key_004:full_rewrite:r1,key_004,key_harmony,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.636600003228523,1,1.0,1.0,1,0,,8.636600003228523,0.0,0,0,0,0,0,1,0
key_004:patch_only:r1,key_004,key_harmony,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.0217000021366403,1,1.0,1.0,1,0,1,3.0217000021366403,0.0,0,0,0,0,0,1,0
key_004:sera_full:r1,key_004,key_harmony,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,63.704699990921654,1,1.0,1.0,1,0,1,63.704699990921654,0.0,0,0,0,0,0,1,0
key_005:patch_only:r1,key_005,key_harmony,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.561899997293949,1,1.0,1.0,1,0,1,3.561899997293949,0.0,0,0,0,0,0,1,0
key_005:full_rewrite:r1,key_005,key_harmony,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,16.56189998902846,1,1.0,1.0,1,0,,16.56189998902846,0.0,0,0,0,0,0,1,0
key_005:sera_full:r1,key_005,key_harmony,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.200500002829358,1,1.0,1.0,1,0,1,20.200500002829358,0.0,0,0,0,0,0,1,0
pitch_001:full_rewrite:r1,pitch_001,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,6.957000005058944,1,1.0,1.0,1,0,,6.957000005058944,0.0,0,0,0,0,0,1,0
pitch_001:patch_only:r1,pitch_001,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.024400008143857,1,1.0,1.0,1,0,1,3.024400008143857,0.0,0,0,0,0,0,1,0
pitch_001:sera_full:r1,pitch_001,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,21.54770000197459,1,1.0,1.0,1,0,1,21.54770000197459,0.0,0,0,0,0,0,1,0
pitch_002:patch_only:r1,pitch_002,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.4146999969379976,1,1.0,1.0,1,0,1,3.4146999969379976,0.0,0,0,0,0,0,1,0
pitch_002:full_rewrite:r1,pitch_002,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.00149999849964,1,1.0,1.0,1,0,,8.00149999849964,0.0,0,0,0,0,0,1,0
pitch_002:sera_full:r1,pitch_002,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.006399994599633,1,1.0,1.0,1,0,1,20.006399994599633,0.0,0,0,0,0,0,1,0
pitch_003:full_rewrite:r1,pitch_003,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.801700008916669,1,1.0,1.0,1,0,,8.801700008916669,0.0,0,0,0,0,0,1,0
pitch_003:patch_only:r1,pitch_003,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.8908999995328486,1,1.0,1.0,1,0,1,3.8908999995328486,0.0,0,0,0,0,0,1,0
pitch_003:sera_full:r1,pitch_003,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.84820000163745,1,1.0,1.0,1,0,1,20.84820000163745,0.0,0,0,0,0,0,1,0
pitch_004:full_rewrite:r1,pitch_004,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,9.042899997439235,1,1.0,1.0,1,0,,9.042899997439235,0.0,0,0,0,0,0,1,0
pitch_004:patch_only:r1,pitch_004,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,2.6756999868666753,1,1.0,1.0,1,0,1,2.6756999868666753,0.0,0,0,0,0,0,1,0
pitch_004:sera_full:r1,pitch_004,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,26.931500004138798,1,1.0,1.0,1,0,1,26.931500004138798,0.0,0,0,0,0,0,1,0
pitch_005:patch_only:r1,pitch_005,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.1383999885292724,1,1.0,1.0,1,0,1,3.1383999885292724,0.0,0,0,0,0,0,1,0
pitch_005:full_rewrite:r1,pitch_005,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,7.912200002465397,1,1.0,1.0,1,0,,7.912200002465397,0.0,0,0,0,0,0,1,0
pitch_005:sera_full:r1,pitch_005,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.8682999946177,1,1.0,1.0,1,0,1,20.8682999946177,0.0,0,0,0,0,0,1,0
rhythm_001:full_rewrite:r1,rhythm_001,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,7.129899997380562,1,1.0,1.0,1,0,,7.129899997380562,0.0,0,0,0,0,0,1,0
rhythm_001:patch_only:r1,rhythm_001,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.724900001543574,1,1.0,1.0,1,0,1,3.724900001543574,0.0,0,0,0,0,0,1,0
rhythm_001:sera_full:r1,rhythm_001,rhythm_duration,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.21039999090135,1,1.0,1.0,1,0,1,20.21039999090135,0.0,0,0,0,0,0,1,0
rhythm_002:full_rewrite:r1,rhythm_002,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,6.8254000070737675,1,1.0,1.0,1,0,,6.8254000070737675,0.0,0,0,0,0,0,1,0
rhythm_002:patch_only:r1,rhythm_002,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.60769999679178,1,1.0,1.0,1,0,1,3.60769999679178,0.0,0,0,0,0,0,1,0
rhythm_002:sera_full:r1,rhythm_002,rhythm_duration,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.64859999518376,1,1.0,1.0,1,0,1,20.64859999518376,0.0,0,0,0,0,0,1,0
rhythm_003:full_rewrite:r1,rhythm_003,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,7.803899992723018,1,1.0,1.0,1,0,,7.803899992723018,0.0,0,0,0,0,0,1,0
rhythm_003:patch_only:r1,rhythm_003,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,4.409800007124431,1,1.0,1.0,1,0,1,4.409800007124431,0.0,0,0,0,0,0,1,0
rhythm_003:sera_full:r1,rhythm_003,rhythm_duration,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,80.00630000606179,1,1.0,1.0,1,0,1,80.00630000606179,0.0,0,0,0,0,0,1,0
rhythm_004:full_rewrite:r1,rhythm_004,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,6.827699995483272,1,1.0,1.0,1,0,,6.827699995483272,0.0,0,0,0,0,0,1,0
rhythm_004:patch_only:r1,rhythm_004,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.46989999525249,1,1.0,1.0,1,0,1,3.46989999525249,0.0,0,0,0,0,0,1,0
rhythm_004:sera_full:r1,rhythm_004,rhythm_duration,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,20.725800000946037,1,1.0,1.0,1,0,1,20.725800000946037,0.0,0,0,0,0,0,1,0
rhythm_005:full_rewrite:r1,rhythm_005,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,8.194900001399219,1,1.0,1.0,1,0,,8.194900001399219,0.0,0,0,0,0,0,1,0
rhythm_005:patch_only:r1,rhythm_005,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,3.635300003224984,1,1.0,1.0,1,0,1,3.635300003224984,0.0,0,0,0,0,0,1,0
rhythm_005:sera_full:r1,rhythm_005,rhythm_duration,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,19.67220001097303,1,1.0,1.0,1,0,1,19.67220001097303,0.0,0,0,0,0,0,1,0
pitch_006:full_rewrite:r1,pitch_006,pitch_transposition,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,13.078899995889515,1,1.0,1.0,1,0,,13.078899995889515,0.0,0,0,0,0,0,1,0
pitch_006:patch_only:r1,pitch_006,pitch_transposition,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,4.720099997939542,1,1.0,1.0,1,0,1,4.720099997939542,0.0,0,0,0,0,0,1,0
pitch_006:sera_full:r1,pitch_006,pitch_transposition,sera_full,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,58.61639999784529,1,1.0,1.0,1,0,1,58.61639999784529,0.0,0,0,0,0,0,1,0
rhythm_006:full_rewrite:r1,rhythm_006,rhythm_duration,full_rewrite,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,21.55640001001302,1,1.0,1.0,1,0,,21.55640001001302,0.0,0,0,0,0,0,1,0
rhythm_006:patch_only:r1,rhythm_006,rhythm_duration,patch_only,mock,benchmark-fixture-v2-roundtrip,1,mock_non_formal,1,1.0,2,2,0,1.0,,,0.0,success,0,6.6759000037563965,1,1.0,1.0,1,0,1,6.6759000037563965,0.0,0,0,0,0,0,1,0
